"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"WP_Nuclear_Receptors%WP170",0.0264084507042254,0.134728443449048,-0.532970556746498,-1.54614409875567,14,29,"NR4A2"|"RXRB"|"NR1D2"|"NR2C2"|"NR4A1"|"NR1H2"|"RXRA"|"ESRRA"|"RORA"|"PPARA"|"PPARD"|"NR1H3"|"THRB"
"GO_positive_regulation_of_interleukin-4_production%0032753",0.0218978102189781,0.135412916107492,0.580896628322787,1.58912794915026,8,22,"FCER1G"|"LGALS9"|"CD86"|"NLRP3"|"FOXP3"
"KEGG_Nucleotide_excision_repair%hsa03420",0.0484140233722872,0.135950489873695,-0.458072159800427,-1.4418228356,28,40,"XPC"|"DDB1"|"ERCC1"|"RFC1"|"GTF2H1"|"DDB2"|"POLD2"|"CUL4A"|"MNAT1"|"RPA1"|"POLE"|"POLD4"|"POLD1"|"XPA"|"CDK7"|"GTF2H3"|"GTF2H4"|"ERCC6"|"RFC5"|"ERCC3"
"KEGG_AMPK_signaling_pathway%hsa04152",0.0470383275261324,0.135950489873695,-0.357745507651909,-1.33958657739129,26,103,"PRKAB1"|"CCND1"|"PIK3R1"|"EEF2"|"TSC1"|"PFKL"|"PPP2R5B"|"INSR"|"PPP2R5D"|"PRKAG2"|"CREB3L2"|"CRTC2"|"SIRT1"|"AKT3"|"RPS6KB2"|"CREB3"|"ULK1"|"ADIPOR2"|"AKT2"|"FOXO1"|"EIF4EBP1"|"FOXO3"|"IGF1R"|"PFKM"|"RPTOR"|"CAMKK2"|"CAB39L"|"PFKP"|"TSC2"|"PDPK1"|"GYS1"|"PFKFB4"|"MTOR"|"STRADA"|"CAB39"|"RHEB"|"SCD5"|"PCK2"|"PPARG"|"CPT1A"|"PPP2R2D"|"MAP3K7"|"PRKAB2"|"MLYCD"|"AKT1"|"PPP2CB"|"RPS6KB1"
"KEGG_Progesterone-mediated_oocyte_maturation%hsa04914",0.0481727574750831,0.135950489873695,-0.382075574612867,-1.35075222651619,28,75,"RAF1"|"RPS6KA2"|"ADCY6"|"PIK3R1"|"ANAPC11"|"MAPK1"|"ANAPC7"|"AKT3"|"STK10"|"MAPK9"|"AKT2"|"ANAPC1"|"ADCY9"|"ADCY4"|"CDC25B"|"IGF1R"|"ANAPC2"|"FZR1"|"CPEB4"|"ANAPC5"|"ADCY3"|"CDK2"|"MAD2L2"|"CDC27"|"MAPK8"|"MAPK3"|"MAPK12"|"RPS6KA3"|"GNAI1"|"CDC16"|"AKT1"|"ANAPC4"|"CDC23"|"HSP90AB1"|"KIF22"|"MAPK11"
"KEGG_Glioma%hsa05214",0.0481099656357388,0.135950489873695,-0.392241054893776,-1.36000671828085,27,67,"GADD45B"|"RAF1"|"CCND1"|"PIK3R1"|"SOS1"|"GADD45A"|"MAPK1"|"GADD45G"|"PDGFB"|"AKT3"|"PLCG1"|"CAMK1"|"DDB2"|"AKT2"|"CALML4"|"SHC2"|"IGF1R"|"CDK6"|"PLCG2"|"BAK1"|"BAX"
"RA_Regulation_of_TP53_Activity%R-HSA-5633007",0.0409252669039146,0.13614417989418,-0.350544496194525,-1.34230747499247,22,120,"CHD3"|"PPP1R13B"|"NOC2L"|"PRKAB1"|"SGK1"|"MTA2"|"USP7"|"TAF1"|"CHD4"|"EHMT1"|"KAT5"|"HIPK1"|"PLK3"|"BANP"|"PRKAG2"|"SSRP1"|"DAXX"|"MAPKAP1"|"ING5"|"TBP"|"TAF11"|"DYRK2"|"JMY"|"TAF7"|"ING2"|"RPA1"|"TOP3A"|"BRD7"|"HUS1"|"SUPT16H"|"PDPK1"|"CCNG1"|"CSNK2A2"|"MTOR"|"MBD3"|"RBBP4"|"TP53RK"|"TP53BP2"|"RAD17"|"PRMT5"|"RNF34"|"TAF4"|"NUAK1"|"BRD1"|"PIP4K2B"|"ATRIP"|"MLST8"|"PRKAB2"|"TP53INP1"
"RA_Estrogen-dependent_gene_expression%R-HSA-9018519",0.0408921933085502,0.13614417989418,-0.384660705816197,-1.3869225674396,21,86,"FOS"|"FOSB"|"MYC"|"JUN"|"PRMT1"|"DDX5"|"KDM1A"|"CCND1"|"CCNT1"|"H2AFJ"|"POLR2H"|"USF1"|"KAT5"|"CDK9"|"POLR2L"|"SMC3"|"POLR2G"
"RA_Regulation_of_TNFR1_signaling%R-HSA-5357905",0.0410714285714286,0.13614417989418,-0.533236976827757,-1.49493837827304,22,24,"MADD"|"USP4"|"RNF31"|"RIPK1"|"OTUD7B"|"TRAF2"|"IKBKB"|"TAX1BP1"|"IKBKG"|"USP21"
"RA_tRNA_processing%R-HSA-72306",0.0412757973733584,0.136316747782862,-0.372077928355825,-1.36605342947658,21,96,"ELAC2"|"TPR"|"NUP188"|"TRMT61A"|"TRMT1"|"OSGEP"|"TRIT1"|"URM1"|"TRMU"|"LAGE3"|"NSUN2"|"QTRT1"|"POM121"|"RAE1"|"NUP133"|"CPSF4"|"CPSF1"|"TSEN54"|"NUP107"|"MTO1"|"TRMT12"|"TRMT11"|"HSD17B10"|"TRMT44"|"FTSJ1"|"WDR4"|"DDX1"|"RAN"|"ADAT2"|"POP5"|"TP53RK"|"SEC13"|"NUP88"|"PUS3"|"NUP85"|"THG1L"|"POP7"|"EPRS"|"METTL1"|"RPP25"|"NUP153"|"NUP37"
"KEGG_RNA_degradation%hsa03018",0.0496575342465753,0.136681133866811,-0.38827332420253,-1.34272839304228,28,66,"EDC4"|"SKIV2L"|"EXOSC7"|"EDC3"|"PFKL"|"LSM7"|"CNOT2"|"PAN2"|"XRN2"|"LSM4"|"EXOSC8"|"EXOSC4"|"EXOSC9"|"DDX6"|"ENO2"|"TOB2"|"PABPC1"|"ZCCHC7"|"DCP1A"|"HSPD1"|"ENO1"|"C1D"|"PFKM"|"WDR61"|"PFKP"|"TTC37"|"DIS3"|"BTG2"|"DCPS"
"KEGG_Toxoplasmosis%hsa05145",0.0494117647058824,0.136681133866811,0.369396638238994,1.38532739075555,20,105,"LY96"|"MAP2K6"|"TNF"|"STAT1"|"HLA-DRB5"|"TLR4"|"HLA-DPA1"|"HSPA1A"|"SOCS1"|"MYD88"|"TLR2"|"HLA-DQA1"|"HSPA1B"|"JAK2"|"HLA-DPB1"|"HLA-DRA"|"TGFB1"|"CHUK"|"GNAI3"|"IL10"|"HLA-DQB1"
"RA_SUMOylation_of_transcription_cofactors%R-HSA-3899300",0.0417422867513612,0.137350539126721,-0.469971588739197,-1.44986720962054,22,37,"PHC2"|"DDX5"|"HIPK2"|"SAFB"|"PIAS3"|"DAXX"|"UBE2I"|"ZNF131"|"NCOR2"|"ING2"|"MBD1"|"UHRF2"|"PHC1"|"SIN3A"|"CTBP1"|"PHC3"|"PARK7"|"CASP8AP2"|"DDX17"|"NRIP1"|"PCGF2"|"RING1"
"GO_interferon-gamma_production%0032609",0.0224438902743142,0.138170199501247,0.661633275530346,1.64186926386893,8,15,"ISG15"|"IL18RAP"|"TLR4"|"LILRB1"|"IL18"|"AZI2"
"WP_Calcium_Regulation_in_the_Cardiac_Cell%WP536",0.0281385281385281,0.138888888888889,0.377221926021116,1.41897598580579,12,107,"CACNA1A"|"ARRB2"|"GNG5"|"GNG2"|"RGS18"|"FKBP1A"|"YWHAZ"|"SLC8A1"|"RGS4"|"YWHAE"|"GNAS"|"CALR"|"ADCY7"|"GNB4"|"GNAQ"
"WP_TNF_alpha_Signaling_Pathway%WP231",0.0279232111692845,0.138888888888889,-0.387919080390642,-1.40715199959841,15,88,"JUN"|"CDC37"|"RAF1"|"MADD"|"PSMD2"|"CUL1"|"RIPK1"|"MAP3K3"|"MAP2K3"|"BCL2L1"|"OTUD7B"|"SOS1"|"MAPK1"|"CASP7"|"TRAF2"|"TNFRSF1B"|"TRAP1"|"IKBKB"|"PRKCZ"|"MAPK9"|"FBXW11"|"MAP2K7"
"GO_regulation_of_innate_immune_response%0045088",0.0226700251889169,0.138942065491184,0.640990570828508,1.61022629810987,8,16,"FGR"|"FCGR2B"|"DHX58"|"SAMHD1"|"TIRAP"|"APOE"
"WP_Transcription_co-factors_SKI_and_SKIL_protein_partners%WP4533",0.0287162162162162,0.139946117003079,-0.584212147875336,-1.51753387750475,16,18,"TEAD4"|"HDAC3"|"MECP2"|"TEAD3"|"ING2"|"TEAD2"|"SIN3A"|"MERTK"|"PRMT5"
"RA_Signaling_by_high-kinase_activity_BRAF_mutants%R-HSA-6802948",0.0427927927927928,0.14029139029139,0.55902444424674,1.53120802362756,18,22,"ARRB2"|"APBB1IP"|"FGG"|"IQGAP1"|"FGA"
"GO_aorta_development%0035904",0.0233722871452421,0.14261231846588,-0.609533769455871,-1.59217446334613,13,19,"NDST1"|"SNX17"|"HECTD1"|"PLXND1"|"LTBP1"|"PDE2A"|"DCTN5"
"RA_p53-Dependent_G1_DNA_Damage_Response%R-HSA-69563",0.0441176470588235,0.143062659846547,-0.428090089289122,-1.41892021141528,23,53,"PSMC3"|"PSMD3"|"PSMC5"|"PSMB1"|"PSMD2"|"PSMB5"|"PSMC1"|"PSMC6"|"PSMD6"|"PSMD4"|"PSMD8"|"PSMD13"|"PSMB10"|"PSMB7"|"PSMB8"|"PSMA7"|"PSMB4"
"RA_p53-Dependent_G1/S_DNA_damage_checkpoint%R-HSA-69580",0.0441176470588235,0.143062659846547,-0.428090089289122,-1.41892021141528,23,53,"PSMC3"|"PSMD3"|"PSMC5"|"PSMB1"|"PSMD2"|"PSMB5"|"PSMC1"|"PSMC6"|"PSMD6"|"PSMD4"|"PSMD8"|"PSMD13"|"PSMB10"|"PSMB7"|"PSMB8"|"PSMA7"|"PSMB4"
"RA_G1/S_DNA_Damage_Checkpoints%R-HSA-69615",0.0441176470588235,0.143062659846547,-0.428090089289122,-1.41892021141528,23,53,"PSMC3"|"PSMD3"|"PSMC5"|"PSMB1"|"PSMD2"|"PSMB5"|"PSMC1"|"PSMC6"|"PSMD6"|"PSMD4"|"PSMD8"|"PSMD13"|"PSMB10"|"PSMB7"|"PSMB8"|"PSMA7"|"PSMB4"
"RA_Purinergic_signaling_in_leishmaniasis_infection%R-HSA-9660826",0.0445544554455446,0.143439703682598,0.587064647797715,1.50850563141477,17,18,"C3AR1"|"IL1B"|"IL18"|"MEFV"|"NLRP3"|"TXN"|"CTSG"|"P2RX7"|"ENTPD1"
"RA_Cell_recruitment_(pro-inflammatory_response)%R-HSA-9664424",0.0445544554455446,0.143439703682598,0.587064647797715,1.50850563141477,17,18,"C3AR1"|"IL1B"|"IL18"|"MEFV"|"NLRP3"|"TXN"|"CTSG"|"P2RX7"|"ENTPD1"
"RA_Gene_and_protein_expression_by_JAK-STAT_signaling_after_Interleukin-12_stimulation%R-HSA-8950505",0.0449438202247191,0.144174620434135,0.511594956403829,1.49097816172681,19,31,"LCP1"|"CFL1"|"CA1"|"LMNB1"|"CAPZA1"|"SOD2"|"PAK2"|"CDC42"|"CNN2"
"RA_Regulation_of_mRNA_stability_by_proteins_that_bind_AU-rich_elements%R-HSA-450531",0.0453720508166969,0.145028519574799,-0.398357299923832,-1.39775810865973,24,72,"PSMC3"|"PSMD3"|"HSPA8"|"PSMC5"|"PSMB1"|"PSMD2"|"EIF4G1"|"PSMB5"|"EXOSC7"|"PSMC1"|"PSMC6"|"PSMD6"|"PSMD4"|"PSMD8"|"PSMD13"|"PSMB10"|"PSMB7"|"PSMB8"|"PSMA7"|"PSMB4"|"EXOSC8"|"EXOSC4"|"EXOSC9"|"PABPC1"
"WP_Oxidative_phosphorylation%WP623",0.0301418439716312,0.145057624113475,-0.488638483344009,-1.49493710907552,16,37,"NDUFA11"|"NDUFS6"|"NDUFB9"|"NDUFB10"|"NDUFS2"|"NDUFAB1"|"NDUFS8"|"NDUFB8"|"NDUFS4"|"NDUFS7"|"NDUFS5"|"NDUFB7"|"NDUFA2"|"NDUFS3"|"NDUFV1"|"NDUFA4L2"
"RA_ER-Phagosome_pathway%R-HSA-1236974",0.0459558823529412,0.146371938455097,-0.40439816864975,-1.39199239224766,24,66,"PSMC3"|"PSMD3"|"STX4"|"PSMC5"|"PSMB1"|"PSMD2"|"TAP1"|"PSMB5"|"PSMC1"|"PSMC6"|"PSMD6"|"SEC61A1"|"PSMD4"|"PSMD8"|"PSMD13"|"PSMB10"|"PSMB7"|"PSMB8"|"PSMA7"|"PSMB4"|"SNAP23"|"IKBKB"
"GO_bone_development%0060348",0.0241379310344828,0.146446625037169,-0.480992062124359,-1.45061665904199,13,36,"RPL13"|"SH3PXD2B"|"AKAP13"|"ANKRD11"|"SMAD1"|"PPIB"|"PAPSS2"|"TULP3"|"ENG"|"SPNS2"|"DYM"|"NPR2"|"STC1"|"PRPSAP2"|"VKORC1"|"PDGFC"
"GO_regulation_of_protein_localization%0032880",0.0242130750605327,0.146446625037169,0.466249415252663,1.48850022710075,9,45,"TRIM38"|"TRIM22"|"TRIM21"|"FKBP1A"|"RABGAP1L"|"TRIM5"|"SLC26A4"|"SIX1"|"TRIM14"
"RA_Arachidonic_acid_metabolism%R-HSA-2142753",0.0467706013363029,0.148438610624082,0.498719075208412,1.48489348318203,20,33,"ALOX5AP"|"GPX2"|"HPGDS"|"PTGDS"
"RA_Protein_folding%R-HSA-391251",0.0471869328493648,0.149230759364599,-0.395629320791369,-1.38818616168303,25,72,"TUBB4B"|"FBXW5"|"CCT8"|"NOP56"|"TUBB6"|"TUBA4A"|"SKIV2L"|"GNG11"|"TBCD"|"SPHK1"|"TUBA1C"|"TUBA1A"|"CCT4"|"XRN2"|"CCT7"|"TUBA1B"|"PFDN6"|"FBXW2"|"FBXL3"|"FBXW4"|"PFDN1"
"RA_Cellular_response_to_hypoxia%R-HSA-1234174",0.0473588342440802,0.149247030452295,-0.404936607742325,-1.39397934222849,25,64,"PSMC3"|"PSMD3"|"PSMC5"|"PSMB1"|"PSMD2"|"PSMB5"|"PSMC1"|"PSMC6"|"PSMD6"|"PSMD4"|"PSMD8"|"PSMD13"|"PSMB10"|"PSMB7"|"PSMB8"|"PSMA7"|"PSMB4"
"RA_Cellular_response_to_heat_stress%R-HSA-3371556",0.0476190476190476,0.149540517961571,-0.388911532082482,-1.3714361827031,25,77,"BAG3"|"EEF1A1"|"HSPA8"|"MAPKAPK2"|"DNAJC7"|"RPS19BP1"|"TPR"|"NUP188"|"DNAJC2"|"SIRT1"|"VCP"|"HSF1"|"HSPA14"|"POM121"|"RAE1"|"NUP133"|"HSPA4"|"HSPA2"|"RPA1"|"NUP107"|"RPTOR"|"HSPA12A"|"ATM"|"BAG1"|"MTOR"|"DNAJB6"|"HSPH1"|"HSPB8"|"HDAC6"|"SEC13"|"HSPA5"|"HSPA12B"|"NUP88"|"NUP85"
"GO_response_to_endoplasmic_reticulum_stress%0034976",0.0249169435215947,0.150045699197725,-0.418694108551162,-1.42262148982138,14,61,"SEC16A"|"HERPUD1"|"EIF2B5"|"ATF4"|"PIK3R1"|"EEF2"|"USP19"|"CDK5RAP3"|"TARDBP"|"TRAF2"|"TNFRSF10B"|"CREB3L2"|"TMEM259"|"P4HB"|"BCAP31"|"DDIT3"|"PPP1R15A"|"PDIA4"|"NFE2L1"|"WFS1"|"UBA5"|"EIF2AK3"
"WP_Electron_Transport_Chain_(OXPHOS_system_in_mitochondria)%WP111",0.0329289428076256,0.150715978160091,-0.407178472515155,-1.42248132986845,18,71,"SLC25A4"|"NDUFS6"|"SLC25A6"|"SDHA"|"NDUFB9"|"NDUFB10"|"NDUFS2"|"UQCRC1"|"UQCRC2"|"COX4I1"|"NDUFAB1"|"SDHB"|"COX5B"|"NDUFS8"|"SURF1"|"NDUFB8"|"NDUFS4"|"COX5A"|"UQCRFS1"|"NDUFS7"|"NDUFS5"|"NDUFB7"|"COX6C"|"COX7A1"|"SCO1"|"NDUFA2"|"NDUFS3"|"NDUFV1"
"WP_Simplified_Depiction_of_MYD88_Distinct_Input-Output_Pathway%WP3877",0.0326633165829146,0.150715978160091,0.635504953308731,1.55173207668119,12,15,"TLR1"|"TLR7"|"TLR4"|"IL1A"|"MYD88"|"TIFA"|"TLR2"|"TLR8"|"TLR6"
"WP_Circadian_rhythm_related_genes%WP3594",0.032258064516129,0.150715978160091,-0.338500755412024,-1.3169710157946,17,146,"JUN"|"EGR1"|"SFTPC"|"DDX5"|"UBC"|"CRY2"|"ATF4"|"CSNK1D"|"DHX9"|"CUL1"|"HDAC3"|"METTL3"|"PPP1CA"|"ID3"|"PER1"|"ID2"|"BHLHE40"|"NR1D2"|"PER3"|"RBM4"|"RELB"|"SIRT1"|"SIK1"|"KLF9"|"KLF10"|"MAPK9"|"CSNK1E"|"FBXW11"|"MIR5047"|"FBXL3"|"AHR"|"MTA1"|"ID4"|"ADORA2A"|"RORA"|"PER2"|"PPARA"
"WP_Hippo-Yap_signaling_pathway%WP4537",0.0332749562171629,0.150715978160091,-0.547347271978219,-1.49121192535478,18,23,"RASSF1"|"NDRG1"|"TEAD4"|"NF2"|"TEAD3"|"MINK1"|"YY1AP1"|"TAZ"|"TEAD2"|"TNIK"|"STK38L"
"WP_Autophagy%WP4923",0.0330434782608696,0.150715978160091,-0.530699262346118,-1.50822489923551,18,27,"PRKAB1"|"WIPI2"|"ATG16L1"|"ATG9A"|"PRKAG2"|"AMBRA1"|"ULK1"|"PIK3R4"|"RPTOR"|"MTOR"|"BECN1"|"ATG14"|"ATG5"|"MLST8"|"PRKAB2"|"ATG13"|"ATG12"
"RA_Signaling_by_EGFR%R-HSA-177929",0.0484739676840215,0.151693010759438,-0.484694424149637,-1.43523962725785,26,31,"ARHGEF7"|"PTPRK"|"PXN"|"PIK3R1"|"LRIG1"|"SOS1"|"AAMP"|"HGS"|"PLCG1"|"SH3GL1"|"CBL"
"KEGG_Inositol_phosphate_metabolism%hsa00562",0.0562180579216354,0.152088859416446,-0.385937906641461,-1.32783526447479,32,65,"ITPKB"|"PI4KA"|"ITPKC"|"INPP1"|"PI4KB"|"PIK3C2B"|"INPP5K"|"PI4K2A"|"PLCB3"|"PLCG1"|"INPP5A"|"PIP5K1A"|"INPP5B"|"PLCD1"|"IPPK"|"MTMR14"|"PLCG2"|"MTM1"|"ISYNA1"|"INPPL1"|"TPI1"|"MTMR1"|"PLCE1"
"KEGG_Oocyte_meiosis%hsa04114",0.0568965517241379,0.152088859416446,-0.363570073639173,-1.33434360767568,32,93,"PPP3R1"|"ITPR1"|"RPS6KA2"|"ADCY6"|"CUL1"|"PPP1CA"|"ANAPC11"|"MAPK1"|"PPP2R5B"|"SLK"|"PPP2R5D"|"SMC3"|"ANAPC7"|"ITPR3"|"FBXW11"|"PPP3CC"|"CALML4"|"ANAPC1"|"ADCY9"|"ADCY4"|"IGF1R"|"ANAPC2"|"REC8"|"CPEB4"|"ANAPC5"|"ADCY3"|"CDK2"|"MAD2L2"|"PPP3CB"|"CDC27"|"MAPK3"|"AR"|"MAPK12"|"RPS6KA3"|"CDC16"|"PPP2CB"|"ANAPC4"|"CDC23"|"PPP2R1B"|"MAPK11"|"ITPR2"
"KEGG_Hippo_signaling_pathway%hsa04390",0.0564373897707231,0.152088859416446,-0.334388773988033,-1.29653363251442,31,125,"MYC"|"RASSF1"|"TGFBR2"|"CCND1"|"CSNK1D"|"TEAD4"|"PPP1CA"|"SMAD7"|"TGFBR1"|"FZD4"|"NF2"|"ID2"|"TEAD3"|"SMAD1"|"PARD3"|"PRKCZ"|"WWTR1"|"CSNK1E"|"YAP1"|"FBXW11"|"CTNNA1"|"DVL1"|"APC"|"TGFB2"|"AXIN1"|"DLG4"|"AXIN2"|"TEAD2"|"AJUBA"|"TCF7L1"|"DLG5"|"FGF1"
"KEGG_VEGF_signaling_pathway%hsa04370",0.0584307178631052,0.152115388824444,-0.40574607783617,-1.33605712741156,34,51,"RAF1"|"MAPKAPK2"|"PPP3R1"|"PXN"|"SPHK1"|"PIK3R1"|"NFATC2"|"MAPK1"|"MAPKAPK3"|"AKT3"|"PLCG1"|"PPP3CC"|"AKT2"|"SHC2"|"KDR"|"PLCG2"|"PLA2G4C"|"CASP9"|"PTK2"|"PPP3CB"|"MAP2K2"|"MAPK3"|"MAPK12"|"PRKCA"|"AKT1"
"KEGG_Yersinia_infection%hsa05135",0.0578703703703704,0.152115388824444,0.344354009290831,1.32762641959086,24,122,"WAS"|"RAC2"|"LCP2"|"PTK2B"|"MAP2K6"|"TNF"|"ACTB"|"FCGR2A"|"CCL2"|"WIPF1"|"CD4"|"TLR4"|"MYD88"|"CASP1"|"RHOG"|"RHOA"|"ACTR3"|"IL1B"|"GNAQ"|"IL18"|"CDC42"|"MEFV"|"RPS6KA6"
"KEGG_Human_cytomegalovirus_infection%hsa05163",0.0585480093676815,0.152115388824444,0.312885912787492,1.27341640658183,24,184,"CCL4"|"RAC2"|"PTK2B"|"GNG5"|"MAP2K6"|"TNF"|"GNG2"|"CCR1"|"CCL2"|"HLA-A"|"HLA-B"|"B2M"|"HLA-C"|"CCL3"|"GNAS"|"CDK4"|"TP53"|"CALR"|"FAS"|"CXCR2"|"CDKN2A"|"RHOA"|"ADCY7"|"PTGER1"|"IL1B"|"GNB4"|"GNAQ"|"PDGFRA"
"KEGG_Choline_metabolism_in_cancer%hsa05231",0.0592216582064298,0.152440935012847,-0.37028887402291,-1.31719900250672,34,80,"FOS"|"JUN"|"RAF1"|"RALGDS"|"PIK3R1"|"TSC1"|"SOS1"|"MAPK1"|"DGKD"|"PDGFB"|"LYPLA1"|"AKT3"|"PLCG1"|"DGKE"|"CHKA"|"RPS6KB2"|"MAPK9"|"PIP5K1A"|"AKT2"|"WASF2"|"EIF4EBP1"|"TSC2"|"PDPK1"|"PLA2G4C"|"PCYT1A"|"MTOR"|"WASF3"|"PDGFC"|"RHEB"|"PLD2"|"MAPK8"|"MAP2K2"|"PDGFRB"|"SLC44A2"
"GO_stem_cell_population_maintenance%0019827",0.0254668930390492,0.152690632612387,-0.462449607520623,-1.45590917407544,14,45,"PELO"|"METTL3"|"MED15"|"CTR9"|"GNL3"|"SMC3"|"NIPBL"|"KDM4C"|"DDX6"|"RTF1"|"PAF1"|"MED12"|"MED27"|"MED10"|"METTL14"|"EIF4ENIF1"|"TBX3"|"SETD6"|"NOTCH2"|"DIS3L2"|"MED14"|"EIF4E"|"KLF4"|"LEO1"|"CDC73"|"ARID1A"
"KEGG_Growth_hormone_synthesis,_secretion_and_action%hsa04935",0.0604490500863558,0.154172806642265,-0.360952296227659,-1.3357956023078,34,97,"FOS"|"STAT5A"|"RAF1"|"ITPR1"|"ATF4"|"ADCY6"|"BCAR1"|"PIK3R1"|"MAP2K3"|"JUNB"|"SOS1"|"ATF6B"|"MAPK1"|"CREB3L2"|"ITPR3"|"AKT3"|"PLCB3"|"PLCG1"|"CREB3"|"MAPK9"|"AKT2"|"CACNA1C"|"SHC2"|"IGFBP3"|"ADCY9"|"ADCY4"|"CRK"|"SOCS2"
"GO_histone_H4_acetylation%0043967",0.0259067357512953,0.154655361909248,-0.51148446027291,-1.49496362212999,14,31,"NAA60"|"EPC1"|"USP22"|"PER1"|"EP400"|"RUVBL2"|"TRRAP"|"ACTL6A"|"ING5"|"HAT1"|"APBB1"
"KEGG_DNA_replication%hsa03030",0.0635451505016722,0.156332317163406,-0.452066821957387,-1.37382886252818,37,34,"MCM7"|"RFC1"|"POLD2"|"RPA1"|"POLE"|"RNASEH2B"|"RNASEH1"|"POLD4"|"POLA1"|"POLD1"|"POLA2"|"RNASEH2C"|"FEN1"|"MCM5"|"MCM6"|"RFC5"|"MCM2"
"KEGG_Mitophagy%hsa04137",0.0628183361629881,0.156332317163406,-0.387759797241181,-1.33401663831552,36,64,"JUN"|"MFN2"|"UBC"|"ATF4"|"TBC1D15"|"BCL2L1"|"UBB"|"ATG9A"|"NBR1"|"AMBRA1"|"FIS1"|"ULK1"|"MAPK9"|"TBC1D17"|"FOXO3"|"TAX1BP1"|"RRAS2"|"SQSTM1"|"PINK1"|"CSNK2A2"|"MFN1"|"CITED2"|"TFEB"|"EIF2AK3"|"USP30"|"BECN1"|"MAPK8"
"KEGG_Prolactin_signaling_pathway%hsa04917",0.0632279534109817,0.156332317163406,-0.401215388485849,-1.34182390883621,37,55,"FOS"|"STAT5A"|"RAF1"|"CCND1"|"PIK3R1"|"SOS1"|"MAPK1"|"CISH"|"AKT3"|"MAPK9"|"AKT2"|"SOCS4"|"SHC2"|"SOCS7"|"FOXO3"|"SOCS2"
"KEGG_Melanoma%hsa05218",0.0634390651085142,0.156332317163406,-0.399402785476259,-1.34335168716715,37,56,"GADD45B"|"RAF1"|"CCND1"|"PIK3R1"|"GADD45A"|"MAPK1"|"GADD45G"|"FGFR1"|"PDGFB"|"AKT3"|"DDB2"|"AKT2"|"FGF2"|"IGF1R"|"CDK6"|"FGF1"|"BAK1"|"BAX"
"RA_Transport_of_Mature_mRNAs_Derived_from_Intronless_Transcripts%R-HSA-159234",0.0503597122302158,0.157045095630812,-0.461249613349459,-1.43626061884543,27,38,"TPR"|"NUP188"|"SYMPK"|"FIP1L1"|"ALYREF"|"POM121"|"RAE1"|"NUP133"|"CPSF4"|"CPSF1"|"NUP107"|"NXF1"|"CPSF3"|"SLBP"|"SEC13"|"NUP88"|"NUP85"|"NUP153"|"NUP37"|"EIF4E"
"GO_response_to_organic_cyclic_compound%0014070",0.0264423076923077,0.157172165119363,0.482986300783044,1.5098615810696,10,41,"JUND"|"ACSL1"|"LYN"|"NAMPT"|"TET2"|"G6PD"|"TRPA1"|"PSMB2"|"NLRP3"|"NEDD8"|"SLC7A11"|"LUM"
"RA_Deposition_of_new_CENPA-containing_nucleosomes_at_the_centromere%R-HSA-606279",0.0508849557522124,0.15758489757173,0.522406031688288,1.49072322635561,22,27,"HIST2H2BE"|"HIST1H2BC"|"HIST1H2BD"|"HIST1H2BK"|"HIST2H2AC"|"ITGB3BP"
"RA_Nucleosome_assembly%R-HSA-774815",0.0508849557522124,0.15758489757173,0.522406031688288,1.49072322635561,22,27,"HIST2H2BE"|"HIST1H2BC"|"HIST1H2BD"|"HIST1H2BK"|"HIST2H2AC"|"ITGB3BP"
"GO_negative_regulation_of_canonical_Wnt_signaling_pathway%0090090",0.0266429840142096,0.157685300238605,-0.349219706442241,-1.37048420615678,14,146,"EGR1"|"PSMC3"|"PSMD3"|"LMBR1L"|"RAPGEF1"|"PSMC5"|"PSMB1"|"PSMD2"|"AMFR"|"PSMB5"|"PSMC1"|"DKK3"|"FZD4"|"PSMC6"|"PSMD6"|"PSMD4"|"PSMD8"|"PSMD13"|"PSMB10"|"RUVBL2"|"CSNK1A1"|"PSMB7"|"PSMB8"|"PSMA7"|"PSMB4"|"TMEM88"|"LRP6"|"DAB2IP"|"WWTR1"|"LZTS2"|"DACT1"|"DVL1"|"TLE3"|"APC"|"DDIT3"|"FOXO1"|"AXIN1"|"SDHAF2"|"SFRP4"|"CHD8"|"FOXO3"|"NOTCH1"|"AXIN2"
"GO_regulation_of_signal_transduction%0009966",0.027072758037225,0.15886524822695,-0.555859883549776,-1.50009267143694,15,22,"MGLL"|"MTCH1"|"TSPYL2"|"PTPN1"|"FURIN"|"PPP1R2"|"CRK"|"SOCS2"
"GO_regulation_of_DNA-binding_transcription_factor_activity%0051090",0.027072758037225,0.15886524822695,-0.556286375677694,-1.50124364083489,15,22,"FOS"|"JUN"|"SGK1"|"USP7"|"HMOX1"|"CREBZF"|"MAPK1"
"GO_mitochondrial_electron_transport,_NADH_to_ubiquinone%0006120",0.0273037542662116,0.158868679886522,-0.466906748614542,-1.44762570939078,15,41,"NDUFA13"|"NDUFA11"|"NDUFS6"|"NDUFB9"|"NDUFB10"|"NDUFS2"|"NDUFAB1"|"NDUFS8"|"NDUFB8"|"NDUFS4"|"NDUFS7"|"NDUFS5"|"NDUFB7"
